block,feature_id,feature_name,encoded_term,coefficient
main,outer_001_feature_023,appendectomy_history,appendectomy_history:category=__missing__,0.0012437158738012705
main,outer_001_feature_024,appetite_status,appetite_status:category=Normal,0.021846624453723932
main,outer_001_feature_024,appetite_status,appetite_status:category=Decreased,-0.019604302487359268
main,outer_001_feature_024,appetite_status,appetite_status:category=__missing__,-0.002255128835564914
main,outer_001_feature_025,asbestos_exposure_history,asbestos_exposure_history:category=Yes,-0.004174023766040092
main,outer_001_feature_025,asbestos_exposure_history,asbestos_exposure_history:category=No,0.0
main,outer_001_feature_025,asbestos_exposure_history,asbestos_exposure_history:category=__missing__,0.004161216896839866
main,outer_001_feature_026,ast_level,ast_level:value,-0.005765120298183634
main,outer_001_feature_026,ast_level,ast_level:missing,0.0017608867870858168
main,outer_001_feature_027,atorvastatin_dose,atorvastatin_dose:value,-0.01722406804746407
main,outer_001_feature_027,atorvastatin_dose,atorvastatin_dose:missing,0.003133654859132132
main,outer_001_feature_028,atrial_fibrillation_presence,atrial_fibrillation_presence:category=Present,0.00019502909458443088
main,outer_001_feature_028,atrial_fibrillation_presence,atrial_fibrillation_presence:category=Absent,-0.001224426228249897
main,outer_001_feature_028,atrial_fibrillation_presence,atrial_fibrillation_presence:category=__missing__,0.0010165902644652476
main,outer_001_feature_029,audiogram_status,audiogram_status:category=Normal,0.0
main,outer_001_feature_029,audiogram_status,audiogram_status:category=Abnormal,0.0
main,outer_001_feature_029,audiogram_status,audiogram_status:category=__missing__,-1.280686920023083e-05
main,outer_001_feature_030,axial_structure_abnormality,axial_structure_abnormality:category=Present,-0.027454848327162638
main,outer_001_feature_030,axial_structure_abnormality,axial_structure_abnormality:category=Absent,0.03059397349418309
main,outer_001_feature_030,axial_structure_abnormality,axial_structure_abnormality:category=__missing__,-0.0031519320362205917
main,outer_001_feature_031,azithromycin_use,azithromycin_use:category=Yes,-0.006953745242875704
main,outer_001_feature_031,azithromycin_use,azithromycin_use:category=No,0.009007578091228081
main,outer_001_feature_031,azithromycin_use,azithromycin_use:category=__missing__,-0.002066639717552631
main,outer_001_feature_032,biomarker_egfr_status,biomarker_egfr_status:category=Wild type,0.017125183503334956
main,outer_001_feature_032,biomarker_egfr_status,biomarker_egfr_status:category=Mutant,-6.123533789482451e-05
main,outer_001_feature_032,biomarker_egfr_status,biomarker_egfr_status:category=__missing__,-0.017076755034640338
main,outer_001_feature_033,biomarker_fgfr_status,biomarker_fgfr_status:value,0.007049611495592948
main,outer_001_feature_033,biomarker_fgfr_status,biomarker_fgfr_status:missing,-0.010954369577564588
main,outer_001_feature_034,biopsy_method,biopsy_method:category=Bronchoscopic,0.015089380337974554
main,outer_001_feature_034,biopsy_method,biopsy_method:category=Needle biopsy,-0.014451553198698988
main,outer_001_feature_034,biopsy_method,biopsy_method:category=__missing__,-0.0006506340084757781
main,outer_001_feature_035,bisphosphonate_therapy_status,bisphosphonate_therapy_status:category=Yes,-0.004163096866083818
main,outer_001_feature_035,bisphosphonate_therapy_status,bisphosphonate_therapy_status:category=No,0.008188710992845408
main,outer_001_feature_035,bisphosphonate_therapy_status,bisphosphonate_therapy_status:category=__missing__,-0.004038420995961869
main,outer_001_feature_036,blood_pressure,blood_pressure:value,-0.08345179042230795
main,outer_001_feature_036,blood_pressure,blood_pressure:missing,-0.005449607971107278
main,outer_001_feature_037,blood_urea_nitrogen,blood_urea_nitrogen:value,0.01736031766406667
main,outer_001_feature_037,blood_urea_nitrogen,blood_urea_nitrogen:missing,0.0023685875948976456
main,outer_001_feature_038,bmi,bmi:value,0.0072849191074321725
main,outer_001_feature_038,bmi,bmi:missing,0.019049773976370397
main,outer_001_feature_039,body_temperature,body_temperature:value,-0.0027045761851990408
main,outer_001_feature_039,body_temperature,body_temperature:missing,-0.008339923571520092
main,outer_001_feature_040,body_weight,body_weight:value,0.011406933574117034
main,outer_001_feature_040,body_weight,body_weight:missing,-0.020498432027686503
main,outer_001_feature_041,bolus_dose_confirmed,bolus_dose_confirmed:category=Confirmed,0.0
main,outer_001_feature_041,bolus_dose_confirmed,bolus_dose_confirmed:category=Not Confirmed,-0.00584397813543197
main,outer_001_feature_041,bolus_dose_confirmed,bolus_dose_confirmed:category=__missing__,0.0058311712662317055
main,outer_001_feature_042,bone_lesion_characteristics,bone_lesion_characteristics:category=Lytic,-0.013118578912540202
main,outer_001_feature_042,bone_lesion_characteristics,bone_lesion_characteristics:category=Blastic,0.00338102577027538
main,outer_001_feature_042,bone_lesion_characteristics,bone_lesion_characteristics:category=Mixed,-0.0033829709675166748
main,outer_001_feature_042,bone_lesion_characteristics,bone_lesion_characteristics:category=__missing__,0.013107717240581287
main,outer_001_feature_043,bone_metastasis_presence,bone_metastasis_presence:category=present,-0.012144883665061779
main,outer_001_feature_043,bone_metastasis_presence,bone_metastasis_presence:category=absent,0.016413755590137236
main,outer_001_feature_043,bone_metastasis_presence,bone_metastasis_presence:category=__missing__,-0.0042816787942757
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Thoracic spine,0.0014110697558468476
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Lumbar spine,-0.010520347710282988
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Femur,0.00019543773740453294
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Pelvis,-0.01541982632200065
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Cervical spine,0.0
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=Other,0.019192469553132974
main,outer_001_feature_044,bone_pain_location,bone_pain_location:category=__missing__,0.005128390116699035
main,outer_001_feature_045,bone_pain_status,bone_pain_status:category=Present,0.007886581849841598
main,outer_001_feature_045,bone_pain_status,bone_pain_status:category=Absent,-0.0074348803728589725
main,outer_001_feature_045,bone_pain_status,bone_pain_status:category=__missing__,-0.0004645083461828404
main,outer_001_feature_046,booster_vaccination_indication,booster_vaccination_indication:category=Indicated,-0.002130854989027727
main,outer_001_feature_046,booster_vaccination_indication,booster_vaccination_indication:category=Not indicated,0.0
main,outer_001_feature_046,booster_vaccination_indication,booster_vaccination_indication:category=__missing__,0.0021180481198275385
main,outer_001_feature_047,braf_mutation_status,braf_mutation_status:category=Wild-type,-0.0013536098113572314
main,outer_001_feature_047,braf_mutation_status,braf_mutation_status:category=Mutated,0.0019906555977709794
main,outer_001_feature_047,braf_mutation_status,braf_mutation_status:category=__missing__,-0.0006498526556140053
main,outer_001_feature_048,brain_edema_status,brain_edema_status:category=Present,-0.0025601824333671107
main,outer_001_feature_048,brain_edema_status,brain_edema_status:category=Absent,0.01676706622320469
main,outer_001_feature_048,brain_edema_status,brain_edema_status:category=__missing__,-0.014219690659037757
main,outer_001_feature_049,brain_lesion_count,brain_lesion_count:value,0.012866873657368622
main,outer_001_feature_049,brain_lesion_count,brain_lesion_count:missing,0.014775674861345204
main,outer_001_feature_050,brain_lesion_size,brain_lesion_size:value,-0.04071522278827868
main,outer_001_feature_050,brain_lesion_size,brain_lesion_size:missing,-0.01077572739826379
main,outer_001_feature_051,brain_metastases_location,brain_metastases_location:category=Frontal,0.00904559164534898
main,outer_001_feature_051,brain_metastases_location,brain_metastases_location:category=Parietal,0.004104229799369765
main,outer_001_feature_051,brain_metastases_location,brain_metastases_location:category=Temporal,0.0008682978358341199
main,outer_001_feature_051,brain_metastases_location,brain_metastases_location:category=Occipital,-0.0006319078109188088
main,outer_001_feature_051,brain_metastases_location,brain_metastases_location:category=__missing__,-0.013399018338834272
main,outer_001_feature_052,brain_metastases_presence,brain_metastases_presence:category=present,0.01125848003643974
main,outer_001_feature_052,brain_metastases_presence,brain_metastases_presence:category=absent,-0.023931497090462026
main,outer_001_feature_052,brain_metastases_presence,brain_metastases_presence:category=__missing__,0.012660210184822062
main,outer_001_feature_053,brain_structure_enhancement,brain_structure_enhancement:category=Present,0.003187578987077592
main,outer_001_feature_053,brain_structure_enhancement,brain_structure_enhancement:category=Absent,-0.019134168805121907
main,outer_001_feature_053,brain_structure_enhancement,brain_structure_enhancement:category=__missing__,0.01593378294884403
main,outer_001_feature_054,brainstem_signal,brainstem_signal:category=Normal,-0.009050431135922308
main,outer_001_feature_054,brainstem_signal,brainstem_signal:category=Abnormal,0.0009159335146744028
main,outer_001_feature_054,brainstem_signal,brainstem_signal:category=__missing__,0.00812169075204766
main,outer_001_feature_055,brainstem_size,brainstem_size:category=Normal,-0.006993261998230336
main,outer_001_feature_055,brainstem_size,brainstem_size:category=Abnormal,0.00044495612372084253
main,outer_001_feature_055,brainstem_size,brainstem_size:category=__missing__,0.0065354990053092385
main,outer_001_feature_056,calorie_intake,calorie_intake:category=low,-0.006013603252443735
main,outer_001_feature_056,calorie_intake,calorie_intake:category=adequate,-0.002504802070216291
main,outer_001_feature_056,calorie_intake,calorie_intake:category=high,0.0014832112582476701
main,outer_001_feature_056,calorie_intake,calorie_intake:category=__missing__,0.007022387195212174
main,outer_001_feature_057,calvarium_lytic_sclerotic_lesions,calvarium_lytic_sclerotic_lesions:category=Present,-0.008291462654931307
main,outer_001_feature_057,calvarium_lytic_sclerotic_lesions,calvarium_lytic_sclerotic_lesions:category=Absent,0.0346547733143889
main,outer_001_feature_057,calvarium_lytic_sclerotic_lesions,calvarium_lytic_sclerotic_lesions:category=__missing__,-0.02637611752865781
main,outer_001_feature_058,cancer_diagnosis,cancer_diagnosis:category=Yes,0.003546688656307692
main,outer_001_feature_058,cancer_diagnosis,cancer_diagnosis:category=No,-0.001459136983311286
main,outer_001_feature_058,cancer_diagnosis,cancer_diagnosis:category=__missing__,-0.0021003585421966314
main,outer_001_feature_059,cancer_location,cancer_location:category=Lung,0.003546688656307692
main,outer_001_feature_059,cancer_location,cancer_location:category=Upper Abdomen,0.0
main,outer_001_feature_059,cancer_location,cancer_location:category=Iliac Crest,0.0
main,outer_001_feature_059,cancer_location,cancer_location:category=Liver Segment VII,0.0
main,outer_001_feature_059,cancer_location,cancer_location:category=__missing__,-0.0035594955255079173
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=0,-0.0020048560623625623
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=1,0.011375055471432161
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=2,-0.0219867012646755
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=3,-0.0001313801625648989
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=4,-0.002442409793345607
main,outer_001_feature_060,cancer_related_fatigue_severity,cancer_related_fatigue_severity:category=__missing__,0.015177484942316133
main,outer_001_feature_061,carboplatin_administered,carboplatin_administered:category=Yes,-0.024007408851835752
main,outer_001_feature_061,carboplatin_administered,carboplatin_administered:category=No,0.013170001482249125
main,outer_001_feature_061,carboplatin_administered,carboplatin_administered:category=__missing__,0.010824600500386411
main,outer_001_feature_062,cataracts,cataracts:category=Present,-0.0005085397282048015
main,outer_001_feature_062,cataracts,cataracts:category=Absent,0.0
main,outer_001_feature_062,cataracts,cataracts:category=__missing__,0.0004957328590045801
main,outer_001_feature_063,cavernous_sinus_enhancement,cavernous_sinus_enhancement:category=Present,0.0
main,outer_001_feature_063,cavernous_sinus_enhancement,cavernous_sinus_enhancement:category=Absent,0.001531186006309709
main,outer_001_feature_063,cavernous_sinus_enhancement,cavernous_sinus_enhancement:category=__missing__,-0.0015439928755099442
main,outer_001_feature_064,cdkn2a_mutation_status,cdkn2a_mutation_status:category=homozygous deletion,-0.024370147669070297
main,outer_001_feature_064,cdkn2a_mutation_status,cdkn2a_mutation_status:category=wild-type,0.013236415447197981
main,outer_001_feature_064,cdkn2a_mutation_status,cdkn2a_mutation_status:category=__missing__,0.011120925352672102
main,outer_001_feature_065,cea_level,cea_level:value,0.005819443265325725
main,outer_001_feature_065,cea_level,cea_level:missing,0.017137692593802597
main,outer_001_feature_066,cefepime_use,cefepime_use:category=Yes,-0.0006010159210011251
main,outer_001_feature_066,cefepime_use,cefepime_use:category=No,-0.008264610170176238
main,outer_001_feature_066,cefepime_use,cefepime_use:category=__missing__,0.0088528192219772
main,outer_001_feature_067,cerebellar_hemisphere_signal,cerebellar_hemisphere_signal:category=Normal,-0.0035322119146463412
main,outer_001_feature_067,cerebellar_hemisphere_signal,cerebellar_hemisphere_signal:category=Abnormal,-0.0053855156062031975
main,outer_001_feature_067,cerebellar_hemisphere_signal,cerebellar_hemisphere_signal:category=__missing__,0.008904920651649363
main,outer_001_feature_068,cerebellar_hemisphere_size,cerebellar_hemisphere_size:category=normal,-0.00046748969286174684
main,outer_001_feature_068,cerebellar_hemisphere_size,cerebellar_hemisphere_size:category=enlarged,-0.003469435764984149
main,outer_001_feature_068,cerebellar_hemisphere_size,cerebellar_hemisphere_size:category=atrophic,0.0
main,outer_001_feature_068,cerebellar_hemisphere_size,cerebellar_hemisphere_size:category=small,0.0006490868942448101
main,outer_001_feature_068,cerebellar_hemisphere_size,cerebellar_hemisphere_size:category=__missing__,0.0032750316944008978
main,outer_001_feature_069,cerebellar_white_matter_lesion_presence,cerebellar_white_matter_lesion_presence:category=Present,-0.0026031572416087725
main,outer_001_feature_069,cerebellar_white_matter_lesion_presence,cerebellar_white_matter_lesion_presence:category=Absent,0.0
main,outer_001_feature_069,cerebellar_white_matter_lesion_presence,cerebellar_white_matter_lesion_presence:category=__missing__,0.002590350372408548
main,outer_001_feature_070,cerebral_gray_matter_signal_intensity,cerebral_gray_matter_signal_intensity:category=normal,0.003814478313987738
main,outer_001_feature_070,cerebral_gray_matter_signal_intensity,cerebral_gray_matter_signal_intensity:category=increased,-0.0010680021446782264
main,outer_001_feature_070,cerebral_gray_matter_signal_intensity,cerebral_gray_matter_signal_intensity:category=decreased,0.0
main,outer_001_feature_070,cerebral_gray_matter_signal_intensity,cerebral_gray_matter_signal_intensity:category=__missing__,-0.002759283038509733
main,outer_001_feature_071,cerebral_white_matter_signal_intensity,cerebral_white_matter_signal_intensity:category=Normal,-0.009565165818391954
main,outer_001_feature_071,cerebral_white_matter_signal_intensity,cerebral_white_matter_signal_intensity:category=Abnormal,-0.0040219453407565305
main,outer_001_feature_071,cerebral_white_matter_signal_intensity,cerebral_white_matter_signal_intensity:category=__missing__,0.013574304289948247
main,outer_001_feature_072,chemotherapy_cycle_count,chemotherapy_cycle_count:value,-0.03278301846846279
main,outer_001_feature_072,chemotherapy_cycle_count,chemotherapy_cycle_count:missing,-0.004855019100335567
main,outer_001_feature_073,chemotherapy_regimen,chemotherapy_regimen:category=Pemetrexed,0.002730399281269612
main,outer_001_feature_073,chemotherapy_regimen,chemotherapy_regimen:category=Cisplatin + Pemetrexed,-0.02184042870891935
main,outer_001_feature_073,chemotherapy_regimen,chemotherapy_regimen:category=Taxane-based,0.013096928877985548
main,outer_001_feature_073,chemotherapy_regimen,chemotherapy_regimen:category=__missing__,0.006000293680463958
main,outer_001_feature_074,cholecystectomy_history,cholecystectomy_history:category=Yes,-0.02031213927488883
main,outer_001_feature_074,cholecystectomy_history,cholecystectomy_history:category=No,0.0
main,outer_001_feature_074,cholecystectomy_history,cholecystectomy_history:category=__missing__,0.020299332405688604
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=Stage 1,-0.0011857525848899956
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=Stage 2,0.00314269697826725
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=Stage 3,-0.00999840785764604
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=Stage 4,0.0008546572846521409
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=Stage 5,0.002445364679455919
main,outer_001_feature_075,chronic_kidney_disease_stage,chronic_kidney_disease_stage:category=__missing__,0.004728634630960498
main,outer_001_feature_076,ck5_6_expression,ck5_6_expression:category=Positive,0.0037522297183240514
main,outer_001_feature_076,ck5_6_expression,ck5_6_expression:category=Negative,-0.0018222883274031168
main,outer_001_feature_076,ck5_6_expression,ck5_6_expression:category=__missing__,-0.0019427482601211581
main,outer_001_feature_077,ck7_expression,ck7_expression:category=Positive,0.0006233604422502669
main,outer_001_feature_077,ck7_expression,ck7_expression:category=Negative,0.009889376712375808
main,outer_001_feature_077,ck7_expression,ck7_expression:category=__missing__,-0.010525544023826296
main,outer_001_feature_078,clinical_decline,clinical_decline:category=Yes,-0.004988844740126684
main,outer_001_feature_078,clinical_decline,clinical_decline:category=No,0.002021832023657858
main,outer_001_feature_078,clinical_decline,clinical_decline:category=__missing__,0.002954205847268575
main,outer_001_feature_079,clinical_phenotype,clinical_phenotype:category=mild,-0.00266361193256756
main,outer_001_feature_079,clinical_phenotype,clinical_phenotype:category=intermediate,0.002792311033150939
main,outer_001_feature_079,clinical_phenotype,clinical_phenotype:category=severe,0.009243265662052818
main,outer_001_feature_079,clinical_phenotype,clinical_phenotype:category=__missing__,-0.009384771631836425
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=0,0.0
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=1,-0.004087501221516297
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=2,0.0015986113750360905
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=3,-0.00898396536045701
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=4,-0.0004917016438382532
main,outer_001_feature_080,clinical_severity_score,clinical_severity_score:category=__missing__,0.01195174998157524
main,outer_001_feature_081,community_acquired_pneumonia_presence,community_acquired_pneumonia_presence:category=Present,-0.012771637959768389
main,outer_001_feature_081,community_acquired_pneumonia_presence,community_acquired_pneumonia_presence:category=Absent,0.006308671012848412
main,outer_001_feature_081,community_acquired_pneumonia_presence,community_acquired_pneumonia_presence:category=__missing__,0.006450160077719753
main,outer_001_feature_082,comorbidities,comorbidities:value,-0.015727831978936156
main,outer_001_feature_082,comorbidities,comorbidities:missing,0.002487723201539536
main,outer_001_feature_083,complete_blood_count_result,complete_blood_count_result:category=Normal,0.0013402036542239956
main,outer_001_feature_083,complete_blood_count_result,complete_blood_count_result:category=Abnormal,-0.0076174713539444985
main,outer_001_feature_083,complete_blood_count_result,complete_blood_count_result:category=__missing__,0.00626446083052028
main,outer_001_feature_084,comprehensive_metabolic_panel_result,comprehensive_metabolic_panel_result:category=Normal,0.0010142178828126398
main,outer_001_feature_084,comprehensive_metabolic_panel_result,comprehensive_metabolic_panel_result:category=Abnormal,-0.007449543172854488
main,outer_001_feature_084,comprehensive_metabolic_panel_result,comprehensive_metabolic_panel_result:category=__missing__,0.006422518420841624
main,outer_001_feature_085,confusion_present,confusion_present:category=present,-0.0009236377342684706
main,outer_001_feature_085,confusion_present,confusion_present:category=absent,0.0009108308650682491
main,outer_001_feature_085,confusion_present,confusion_present:category=__missing__,0.0
main,outer_001_feature_086,contrast_agent_concentration,contrast_agent_concentration:value,0.0018269307570147218
main,outer_001_feature_086,contrast_agent_concentration,contrast_agent_concentration:missing,0.01534525627920058
main,outer_001_feature_087,copd_presence,copd_presence:category=Present,-0.032767702413619613
main,outer_001_feature_087,copd_presence,copd_presence:category=Absent,0.0001491312456944054
main,outer_001_feature_087,copd_presence,copd_presence:category=__missing__,0.03260576429872496
main,outer_001_feature_088,copd_severity,copd_severity:category=Mild,-0.013169842152062147
main,outer_001_feature_088,copd_severity,copd_severity:category=Moderate,-0.023137085922729367
main,outer_001_feature_088,copd_severity,copd_severity:category=Severe,0.0
main,outer_001_feature_088,copd_severity,copd_severity:category=Very Severe,0.0
main,outer_001_feature_088,copd_severity,copd_severity:category=__missing__,0.03629412120559125
main,outer_001_feature_089,coronary_artery_disease,coronary_artery_disease:category=Present,-0.0005828178964011311
main,outer_001_feature_089,coronary_artery_disease,coronary_artery_disease:category=Absent,-0.001052252457849297
main,outer_001_feature_089,coronary_artery_disease,coronary_artery_disease:category=__missing__,0.0016222634850501995
main,outer_001_feature_090,cough_presence,cough_presence:category=present,0.0006158812849914565
main,outer_001_feature_090,cough_presence,cough_presence:category=absent,-0.0019914508971469345
main,outer_001_feature_090,cough_presence,cough_presence:category=__missing__,0.0013627627429552347
main,outer_001_feature_091,cough_productivity,cough_productivity:category=productive,0.015551455800591784
main,outer_001_feature_091,cough_productivity,cough_productivity:category=non-productive,-0.009335209706876756
main,outer_001_feature_091,cough_productivity,cough_productivity:category=__missing__,-0.006229052962915231
main,outer_001_feature_092,cough_severity,cough_severity:category=1,-0.005326038060249042
main,outer_001_feature_092,cough_severity,cough_severity:category=2,0.012309334131953557
main,outer_001_feature_092,cough_severity,cough_severity:category=3,-0.004476120856832672
main,outer_001_feature_092,cough_severity,cough_severity:category=4,-0.00035049180202272626
main,outer_001_feature_092,cough_severity,cough_severity:category=__missing__,-0.0021694902820493414
main,outer_001_feature_093,covid19_infection_status,covid19_infection_status:category=Positive,0.0
main,outer_001_feature_093,covid19_infection_status,covid19_infection_status:category=Negative,-0.0022134652919863665
main,outer_001_feature_093,covid19_infection_status,covid19_infection_status:category=__missing__,0.0022006584227861415
main,outer_001_feature_094,cranial_nerve_ii_vi_status,cranial_nerve_ii_vi_status:category=unremarkable,-0.0004440056941795349
main,outer_001_feature_094,cranial_nerve_ii_vi_status,cranial_nerve_ii_vi_status:category=abnormal,0.0
main,outer_001_feature_094,cranial_nerve_ii_vi_status,cranial_nerve_ii_vi_status:category=__missing__,0.0004311988249793194
main,outer_001_feature_095,creatinine_clearance,creatinine_clearance:value,0.0001841089253509644
main,outer_001_feature_095,creatinine_clearance,creatinine_clearance:missing,0.003095085513629682
main,outer_001_feature_096,creatinine_level,creatinine_level:value,0.02874619868942634
main,outer_001_feature_096,creatinine_level,creatinine_level:missing,-0.00047986984174915184
main,outer_001_feature_097,crp_level,crp_level:value,-0.028516033463422297
main,outer_001_feature_097,crp_level,crp_level:missing,-0.004088607996220506
main,outer_001_feature_098,current_medications,current_medications:category=Yes,-0.00110935110618643
