packet_id,all_evidence_from_inner_training,at,candidates,condition,excerpts,inner_fold,input_sha256,packet_sha256,prompt_chars,query,response_sha256,summary
inner_002_query_002_original,True,2026-09-22T15:06:08.535789+00:00,2,original,24,2,84526d6bc49408eecfa595059a9ed1227c4b620edf4ed893f88e8181bd36a050,d6d6a09b8ee5ebc95776fc0d9d0de291167dc8f2b702b773c3ac5fd35e1e3162,52065,2,ce0c5814290483c37fc9199efaece7371fe314aa3f402ce5b5072d6c5f9be27a,"The provided pathology and radiology reports for lung adenocarcinoma patients identify several measurable baseline variables, most notably PD-L1 expression levels and EGFR mutation status, which are standard predictors of therapeutic response in non-small cell lung cancer."
inner_002_query_002_random,True,2026-09-22T15:12:00.115621+00:00,2,random,11,2,5bc710a6d572dd01450d8a89bf4c85363aa7d21c8a914c277d9b5c8830e63cfe,31c9b18c25f9d054edbed7a278d62ba2a4610c907f10c5828071f86af181fbe9,21490,2,acc5ca55d66b6f4fb06dbb4501f882e4df8c0fb5294bf835355013a0b808f10f,"The evidence identifies distinct histological subtypes of non-small cell lung cancer (NSCLC), specifically squamous cell carcinoma and adenocarcinoma, and provides quantitative measurements of PD-L1 expression (TPS)."
inner_002_query_002_targeted,True,2026-09-22T15:06:08.147056+00:00,2,targeted,11,2,d7d5f1afa2739f441b08195be827665fd8bd21478f8fe5221818d1b0c660829b,c28af29c9b5a5797cea6c0a4dbb0b4ef43618f0e2822940ab429e55a8d97f0fc,19581,2,379fae9da33fd6c6aead8e8b7fdba2bb807ac3827be2526d8ede4c633d83e1a7,"The evidence suggests several baseline clinical variables that may influence treatment selection or response in non-small cell lung cancer (NSCLC), including renal function (CrCl), tumor histology (squamous vs. adenocarcinoma), and PD-L1 expression levels."
inner_002_query_003_original,True,2026-09-22T15:05:57.695378+00:00,2,original,24,2,b47670f6b9dca24caf4ee90e9e4ee746a99766c995064f27e11a9d9ab35fdf1e,a00e5985d635d47d251a13c8683d292aa8017c54019fe934f5f86ebd29f07d97,52927,3,e59ac504a5f18a9c653f09168f5fa304110c9710287c74cbfd66d918042a7165,"The retrieval evidence identifies molecular profiling characteristics in patients with non-small cell lung adenocarcinoma (NSCLC), specifically focusing on KRAS G12C mutation status and PD-L1 expression levels as key baseline clinical variables."
inner_002_query_003_random,True,2026-09-22T15:07:22.645093+00:00,2,random,11,2,4036383eac34800e8616c96ddb5710c966e9eabee4c4b10a27f91c04c1d8863a,5387b14f029c19ba33b14ccad0b75ada09b46de504ccc2ba0977f0d109a14905,19523,3,7f219071e13b032c613531713752e1b28697dac35b066508d310e7c7e9f0498b,"The provided evidence contains baseline clinical data for patients with non-small cell lung cancer (NSCLC), specifically identifying histological subtypes (squamous cell carcinoma vs. adenocarcinoma) and baseline hematological markers such as hemoglobin levels."
inner_002_query_003_targeted,True,2026-09-22T15:07:58.218779+00:00,2,targeted,12,2,dab797ac2429fc4464cdad2c9e55b3d39caa4c65b6cf92a62a7547794a290878,d3d47ed46d47b7db8331c19d789115c9fd5cd5975a3815d6086ec654eec1269a,18389,3,4d6c40f1bdfdc4916d630deba2ec2737f99d2981be227ba54b7050fa88d0b04b,The evidence identifies baseline variables related to patient functional status (ECOG performance status) and specific genomic alterations (STK11 status) in patients with non-small cell lung adenocarcinoma.
inner_002_query_004_original,True,2026-09-22T15:06:16.586141+00:00,0,original,18,2,c3d62843bb9c28a92a63415debde78659d6f56f9342a22ff4a6c06b2db2762f6,a7b0efe28b0caab546975a616cd52c868d5355112ce11ebf175251bf224e06b4,22826,4,fd1bf72e635f12bebbb61ab70a99034a8cabf122a6ed703562bbef745833afd7,"The provided evidence contains no clinical text or usable information, consisting entirely of non-semantic control characters or empty strings."
inner_002_query_004_random,True,2026-09-22T15:10:18.144384+00:00,2,random,12,2,0bc5ce2435613615ef211718bfa319cc0f6c709ecdaa6cd891005ae7ae9fa70b,11cbd85a880e4d03e920ac208824f98eccf5dba2cbb7c9469f7b2ac856bdf651,17523,4,65f9d242e4b7739065fd206233493e7464ff9fe31d235321c533f1007cb63e31,"The provided evidence identifies baseline molecular markers and functional status indicators in patients with stage IV non-small cell lung cancer (NSCLC), specifically noting PD-L1 expression levels and ECOG performance status."
inner_002_query_004_targeted,True,2026-09-22T15:12:04.435453+00:00,2,targeted,11,2,cff6616a0f14fe0a2e48a7ba1e196720621767ff371596d146da2b6ae70f0b29,dc7c983e2eb2b321a7fa21f69cb2521a356670a06c7e43f162447822300cd1cc,15928,4,8d76a2dfc06a88cd9ed69f1195a82b64e02263e40c479a7b3b0c19c9ae8f43a4,"The evidence identifies several baseline molecular and clinical variables in patients with advanced non-small cell lung cancer (NSCLC), including PD-L1 expression levels, MET gene amplification status, and ECOG performance status."
inner_003_query_000_original,True,2026-09-22T15:13:28.229517+00:00,2,original,24,3,16fb391a50edbb8d0a3da49ea649eac6c225798d9a03f4d7d190069502df3102,647b87ee2baa8683c3d4ca09701dffe34254cbb3e637c9cb8d7e0a11092861f2,49892,0,0c174765c060f61f85c53261a10410f36def21c84dbb0b9b9380d72a7ae02006,"The evidence describes genomic profiling of patients with non-small cell lung cancer (NSCLC), predominantly harboring KRAS G12C mutations. Multiple reports explicitly hypothesize that STK11 loss and Tumor Mutational Burden (TMB) may modulate the efficacy of immunotherapy (immune checkpoint blockade)."
inner_003_query_000_random,True,2026-09-22T15:12:37.392755+00:00,2,random,11,3,bcb6b22589e59343873edb7aef596c16c6fc155948cf83c13f4b1acdcb2a30e8,39f0cd8bf63e433b08f560ede80ebdb935f44102ecc27a8e6dbd88bdf6452a9e,19653,0,336a563195b2a1f973653debf47a49000085d17fa983406a63500442ee69e0be,"The evidence identifies specific genomic tumor-suppressor losses (CDKN2A and STK11) in non-small cell lung cancer (NSCLC) patients, which are noted in genomic reports as being associated with more aggressive disease or resistance to specific immunotherapies."
inner_003_query_000_targeted,True,2026-09-22T15:12:42.262185+00:00,2,targeted,18,3,d43fb425df5b205ae1744f34dd6fcec53b45df86799e967956a60180dcd40d4e,02f1b428ee5f81b411666d43d6a3208d5cbaf34a369677d029596d5d37467ca8,35329,0,12fd54c01882ea1db1d6c56804b4ff9bc2d6601267b864d0f1cd1c1cf3ba8515,"The evidence identifies several co-occurring genomic alterations in patients with EGFR exon 19-deleted lung adenocarcinoma, specifically noting that TP53 mutations and MET amplification are associated with attenuated response durability or resistance to EGFR-TKI therapy."
inner_003_query_001_original,True,2026-09-22T15:16:45.420669+00:00,2,original,24,3,d87ea346298a492465ed1f7418ef6c7bb6fbf13c427628a74e511b5dd95dba3b,dfccbc907c5386791b3650d119107fc41e9b402fe8c21e1e2ca0b29c8c15a61c,46938,1,2cb670f9a007ca39b5ba0819f31a9e26d04023d4df559639967d0b4b35fb15f2,"The evidence describes baseline clinical characteristics of patients with non-small cell lung cancer (NSCLC), specifically documenting functional status (ECOG), smoking history, and common comorbidities such as hypertension and hyperlipidemia."
inner_003_query_001_random,True,2026-09-22T15:14:11.804021+00:00,2,random,12,3,574d3c6e91cb92de9355552da70fd45622bcb6fddeb2aa6e12b3cebdee86a1de,06ec83934085316c08692626d189ba016d2216d93884fed4b4dc6de98a4d367a,22306,1,d9dc135d71e265d1fcb3f853f309e9f9de8ecad02469e96fd2a701b8205b2a7f,"The provided evidence identifies several baseline clinical characteristics in patients with non-small cell lung cancer (NSCLC), most notably specific genomic drivers (KRAS G12C), cumulative tobacco exposure (pack-years), and functional status (ECOG)."
inner_003_query_001_targeted,True,2026-09-22T15:15:09.326220+00:00,2,targeted,17,3,2e4c7a58eeabe3f9445e63f0b4226d2f3368dcaa8ef7b9e84aefc88f663a1d8c,c5285ec17a30f122465594c56b0c0cb90dfe1a4c0d9a547c9d00be39b394f4c6,32157,1,e73a714ae991ed86b104316ffb82a42fba9041a0f98aa756ccd0ef035d48a015,"The provided evidence identifies variations in baseline functional status and smoking history among patients with non-small cell lung cancer (NSCLC), spanning different histological types (adenocarcinoma and squamous cell carcinoma) and disease stages (Stage IIA to Stage IV)."
inner_003_query_002_original,True,2026-09-22T15:15:42.060122+00:00,2,original,24,3,d372deefb9528f19e4ec60844745b4fea7becd2b3e9406bfac864e37df776481,0a06e1aeaae6f650774f330464937da31ad8296800c11a33eba1b9a3cdef7b6c,51315,2,5e785ea9a7a581c824db366cfaaf6381fe3562687cd09315bf189c416d6863b3,"The provided evidence suggests that baseline ECOG performance status and renal function (measured by creatinine clearance) are key clinical variables used to determine the appropriateness of specific systemic therapy regimens, particularly in deciding between platinum-based and non-platinum chemotherapy for patients with NSCLC."
inner_003_query_002_random,True,2026-09-22T15:15:30.724358+00:00,2,random,16,3,0c94cf0e6354191bbce5e10f3b4c26f833e3c2dfe83d63501f45462f4ff8a70f,3ef8207b0029e78bf74544ab7a39c47e5035e3a4faf8ebc5ccd427c037d848e2,32012,2,10b046e5a46796975d17fd3c3c66995c73ebae303bd60475be3c9ae130814395,The evidence supports the identification of baseline functional status and tobacco exposure history as measurable clinical variables associated with the patients described in the retrieval set.
inner_003_query_002_targeted,True,2026-09-22T15:18:20.276500+00:00,2,targeted,16,3,0395f656929d7642631cc12122d34a33d8c5a12a6fac65db4790a2091ba6a667,8c0db6c3b2e87a40e67f8b5e622b8a775025c779fc49f0cb0b703bd59e4ba1a0,30213,2,fe2d3318c046b50ed558383d100fdf14d51b96541e9fd07244d80513148b84ed,The provided clinical evidence identifies functional status (ECOG Performance Status) and tobacco exposure history as measurable baseline clinical variables for patients with EGFR-mutated non-small cell lung cancer (NSCLC).
inner_003_query_003_original,True,2026-09-22T15:16:25.505455+00:00,2,original,24,3,a75f274429c4c85a5cbc4c595ccb280960b2dd9a99dc129e2ee6035ce54b36df,f1dfb584f6b7788d1a8ec1e83a4e904f41c694820281cbab985418d0d11f9205,51632,3,3b6c63f93046e48aadd537929f9355db40e560a473449c3507fb29fdd9468dc3,"The provided evidence describes baseline clinical characteristics of patients with lung adenocarcinoma, supporting the extraction of molecular driver status (EGFR exon-19 deletion) and functional status (ECOG performance status) as measurable variables."
inner_003_query_003_random,True,2026-09-22T15:18:26.228920+00:00,2,random,16,3,58ecef637fcb836bf55b5afb8b89e2ed0675694d2ef02c37169975640130ca15,404427a0faa38114a9c1b1966cd77923a2a6db6c4521219db431619436d601b4,32031,3,8c49e629334e025bbb2452a989e88d6a93d60cfb45416a621bbec59bfc7d4c74,"The provided evidence supports the identification of baseline genomic and histological markers in non-small cell lung cancer (NSCLC), specifically EGFR mutation status and tumor histology, which are consistently documented across the patient cases."
inner_003_query_003_targeted,True,2026-09-22T15:20:18.452271+00:00,2,targeted,22,3,0c71898d824bba4ba43f78ba1fbe9363dbc3e1a919961376c36c9ca7d41bc085,d43274f8d9eaa3535bc3895df5aedb5dc1d2aa98c1bb6ed04a59212b2884bebf,45959,3,cb6d41f96e2b11297a4217c38bfe2580fcdb4110eabed22610115223033d64b6,The evidence supports the use of baseline functional status (ECOG performance status) and renal function (Creatinine Clearance) as measurable clinical variables in this cohort of NSCLC patients.
inner_003_query_004_original,True,2026-09-22T15:19:38.445901+00:00,2,original,24,3,503fd7477a2d5c015921b4c62fea5784577082e952735a6ca22d6531f69862c0,cac7acf4a3d631299657f2b41e5a61554bfa9f2917db283b68fba615ded6b0ca,52511,4,7e8ed144fb7536aab383d07cfbf635bd269ed8df5137457e585db64fcb959d08,"The evidence identifies several baseline histopathological and molecular markers in patients with pulmonary adenocarcinoma. Key recurring variables include the Ki-67 proliferation index, PD-L1 expression (Tumor Proportion Score), Tumor Mutational Burden (TMB), and specific genetic alterations such as KRAS G12C mutations and STK11 loss, the latter of which is explicitly noted as potentially modifying the response to immunotherapy."
inner_003_query_004_random,True,2026-09-22T15:20:50.604407+00:00,2,random,12,3,97aa5120631fc31f749e13180dfdf00bccea46daf45b6bae9d83580747bde08b,7390c1957ade90b74dee45a0c7f7ef92ee4da611b2cde9fabd87d7bbca77093e,22517,4,6ffd1cce742b2aa1b6066286c37f43c5d7f220c9656d4f44baf65ed8f2550f17,"The provided evidence identifies measurable baseline variables in patients with non-small cell lung cancer (NSCLC), specifically focusing on the inflammatory marker Neutrophil-to-Lymphocyte Ratio (NLR) and the histologic subtype of the tumor (Adenocarcinoma vs. Squamous Cell Carcinoma)."
inner_003_query_004_targeted,True,2026-09-22T15:24:26.281888+00:00,2,targeted,15,3,85d05b49b83e60be4253934640bb6ae1ac98a3c8451bedbe50ccae1e4b9b457e,c2733ecdebae6f8bd5a84fad7002cba48c80c162a9ecb7129560a4fb7f41e929,31683,4,87897fb9669061e0acfa5ee20711861f5ca08cbcb8e08ac26285768add374dac,"The provided evidence describes baseline clinical and molecular characteristics of patients with non-small cell lung carcinoma (NSCLC), predominantly squamous cell carcinoma. Key documented variables include PD-L1 expression levels and the genomic status of CDKN2A."
inner_004_query_000_original,True,2026-09-22T15:23:55.127510+00:00,2,original,24,4,74302d6fae9e34bd1f923c2e2e30fc2a1e480782691765e1939a57b50bfb5acc,cfe2df96693f37bb8e813583df8a3660f30b73d4749f41b63f65a0a37318f5c9,50308,0,0abe88bd5e28f07f1a67e7f94433d335c2fdab7a761d4428828acd208e07d69c,"The evidence identifies baseline genomic alterations associated with therapeutic response and prognosis in non-small cell lung cancer (NSCLC). STK11 loss is linked to primary resistance to PD‑1/PD‑L1 checkpoint inhibitors, and TP53 mutations are associated with a more aggressive phenotype and potentially reduced response to EGFR-tyrosine kinase inhibitors (TKIs)."
inner_004_query_000_random,True,2026-09-22T15:22:27.073950+00:00,2,random,16,4,e0c37f279042c81aa4e73e1ad9720d7f62363b6059c0d6f7ba78b6aefc322dc0,4b47ff1f9a600c38cb6a43978faabf540351fb080373c3803e5ed1e0ebc3a94c,33238,0,0aa0bba4d0e1282f85b9a44a65aba5971ec6afcb0071d7b27a7abdb0570145e0,"The evidence identifies several baseline genomic and clinical variables in patients with non-small cell lung cancer (NSCLC), specifically highlighting CDKN2A status and Tumor Mutational Burden (TMB) as potential modifiers of disease biology, prognosis, and therapeutic response."
inner_004_query_000_targeted,True,2026-09-22T15:23:05.437685+00:00,2,targeted,18,4,b18e06ea67fba6cf785779e6a032ec72685d77320971df17f64e9d9a0159d18a,b400a89577dd6569db06a27da8898c9d5ee3c3a8ac496b2d248b4c0c72accebf,38028,0,62b9ecd4099fb34cc9bbb25bee79e34536c954e32a3d98d7cec3e1994a6de345,"The evidence identifies several genomic and molecular baseline variables in patients with KRAS G12C-mutant NSCLC, most notably STK11 alteration status and Tumor Mutational Burden (TMB), both of which are described as influencing the potential response to immunotherapy."
inner_004_query_001_original,True,2026-09-22T15:24:51.940149+00:00,2,original,24,4,8c3f802fa7849a001a9e0ddd11ede1386a738db07cedb78a37f51a85f1cab81e,774b7e64e79f3dd4b35247042df1090f302180a5fd5f64cfb60647dcfbd35c53,52017,1,d0c986ecfa3da7a7fb3d2148405c34a9fec3c37cc10cd21bd144bc58f9fe2981,"The evidence identifies functional status (ECOG) and biomarker expression (PD-L1 TPS) as key baseline clinical variables used to differentiate treatment strategies (e.g., single-agent vs. combination therapy) in patients with KRAS G12C-mutated NSCLC."
inner_004_query_001_random,True,2026-09-22T15:26:13.168966+00:00,2,random,14,4,6162dbdd7ff409a113490247b14aef42e82b67d7aab11807e2460d20b514ba0c,a9596e63aba59b985cf308d11c58da82b789fe37d8d2c4b117a8c8b3c6993ffe,26842,1,30dfcc982e5dc7328252ee3f6148eea18d9067ce290863fd01ab01f121fabec2,"The evidence identifies baseline clinical variables including performance status and PD-L1 expression levels in patients with non-small cell lung cancer (NSCLC), specifically those with KRAS mutations."
inner_004_query_001_targeted,True,2026-09-22T15:26:07.404269+00:00,2,targeted,18,4,035fdefd205488f67a24e7a12b10f4c89ee28172853c965d2cde09e5fade6b28,ecdc8a60ed4bf884f73a673d3c967c75b405111d28ceae173f5cb29060fabdf3,38457,1,8e15b6e5d561616644bc3d04b503e78c24aadb954c6f4c1bd6c9043c6b794782,"The evidence describes baseline characteristics of patients with advanced non-small cell lung cancer (NSCLC), highlighting variations in functional status (ECOG performance status) and molecular alterations, specifically STK11 loss, which are frequently noted as potential modifiers of immunotherapy response."
inner_004_query_002_original,True,2026-09-22T15:26:04.153458+00:00,2,original,24,4,64cd5cd47730e84389ef5b39d4084eb1139ea7d0b2388a0b20892f17d1e90074,62ba6dbef83a413de201b9386fcdb0a03a7c2d3484be1eb39ec770e52dc085b6,48471,2,02c6c86b022fecc36d9798d5c6324a648a5a987911af8e66123c51511e4400a5,The evidence supports the identification of ECOG performance status and the Neutrophil-to-Lymphocyte Ratio (NLR) as measurable baseline clinical variables in patients with metastatic KRAS-mutated non-small cell lung cancer (NSCLC).
